product_id,branch_id,product_name,category,stock_quantity,unit_price
7681,3,Significant,Electronics,201,32.31
7013,3,Stay,Furniture,366,20.24
2619,3,Far,Groceries,239,81.4
8803,3,Service,Accessories,148,207.84
6174,3,Pretty,Groceries,324,79.5
4451,3,Friend,Groceries,348,218.21
5504,3,Chance,Clothing,295,65.99
5520,3,Radio,Clothing,321,118.9
6125,3,Likely,Electronics,204,254.15
5366,3,Run,Furniture,243,15.38
2455,3,Upon,Groceries,383,275.72
4412,3,Top,Accessories,305,67.58
3702,3,Church,Furniture,264,84.93
5827,3,However,Accessories,113,184.6
5113,3,Interesting,Groceries,298,78.66
4346,3,Current,Accessories,11,217.05
2754,3,Often,Furniture,98,17.98
6257,3,Fine,Accessories,254,221.65
3675,3,Enough,Electronics,468,165.15
8332,3,Perform,Furniture,240,87.81
1356,3,Somebody,Clothing,29,11.92
1925,3,Notice,Furniture,183,135.98
5086,3,Use,Groceries,383,241.46
4457,3,Light,Clothing,377,289.21
9394,3,Same,Clothing,249,27.71
9150,3,Tree,Furniture,499,288.15
9666,3,Including,Clothing,55,80.55
7335,3,Light,Clothing,1,113.14
5673,3,Church,Clothing,405,48.38
6864,3,Plan,Groceries,218,124.79
4197,3,Animal,Clothing,10,107.05
6362,3,Investment,Clothing,404,129.82
8328,3,Second,Groceries,226,155.31
1067,3,Fact,Electronics,275,53.6
5533,3,Term,Groceries,343,63.64
2223,3,Next,Furniture,6,110.14
1160,3,Behind,Electronics,29,66.31
4073,3,Someone,Electronics,74,20.36
1542,3,Any,Furniture,3,109.42
4636,3,Believe,Clothing,304,174.09
6347,3,Realize,Electronics,106,15.42
8272,3,Institution,Furniture,39,166.89
8790,3,Left,Accessories,478,203.55
4211,3,Really,Electronics,106,208.42
