product_id,branch_id,product_name,category,stock_quantity,unit_price
5597,2,Country,Groceries,51,49.73
9980,2,Last,Groceries,60,234.02
6397,2,Environmental,Groceries,465,286.62
3356,2,Involve,Accessories,350,63.53
3983,2,Unit,Furniture,193,111.86
7561,2,Agency,Furniture,197,101.43
5473,2,Lay,Electronics,213,87.92
3975,2,Song,Accessories,308,270.93
5282,2,Mention,Accessories,382,190.46
7022,2,Factor,Groceries,2,148.59
9471,2,Easy,Groceries,6,111.63
6002,2,Fast,Clothing,391,75.04
6247,2,Country,Accessories,349,89.22
1356,2,The,Electronics,328,99.04
3643,2,Material,Clothing,30,218.75
6977,2,Base,Groceries,148,223.69
8688,2,Be,Groceries,494,225.31
5137,2,Stand,Groceries,69,97.87
5168,2,Any,Furniture,188,213.66
7070,2,Our,Accessories,184,97.71
1282,2,Last,Groceries,439,296.49
2072,2,Rule,Accessories,210,14.45
5378,2,Will,Electronics,114,272.56
9167,2,Run,Groceries,121,24.79
8877,2,Production,Groceries,99,62.39
8003,2,Lawyer,Clothing,367,192.55
3093,2,Even,Clothing,223,224.65
5217,2,Sure,Furniture,345,183.54
8402,2,Country,Furniture,327,111.72
3270,2,Brother,Furniture,66,124.23
2681,2,Wind,Accessories,95,38.6
2870,2,Professional,Electronics,108,275.07
7357,2,Traditional,Clothing,341,86.28
2823,2,Decision,Clothing,159,118.63
8317,2,Myself,Accessories,343,150.94
1935,2,Shoulder,Electronics,296,266.89
2658,2,Use,Clothing,481,157.72
7860,2,Ago,Clothing,133,39.85
7226,2,Fire,Furniture,430,85.61
6862,2,Health,Electronics,481,120.3
4085,2,Wide,Electronics,186,287.67
9869,2,Large,Accessories,197,60.13
9131,2,Analysis,Accessories,412,291.14
8808,2,Garden,Groceries,211,16.0
2974,2,Make,Furniture,477,152.38
4297,2,Task,Electronics,9,157.77
8340,2,Red,Clothing,484,30.4
5446,2,Manager,Clothing,237,59.6
9135,2,Dark,Furniture,228,25.04
7003,2,Day,Electronics,321,158.71
5362,2,Suggest,Clothing,186,36.55
2857,2,Suddenly,Clothing,327,62.64
5199,2,Avoid,Clothing,148,86.11
1925,2,Shoulder,Clothing,42,261.41
5148,2,Share,Groceries,212,33.37
1054,2,Heavy,Electronics,115,160.7
7840,2,Care,Groceries,235,147.99
4100,2,End,Electronics,449,177.7
1702,2,Wear,Accessories,109,24.02
8746,2,Memory,Groceries,147,287.79
1642,2,Hand,Clothing,476,230.25
6968,2,Party,Electronics,66,93.8
1265,2,Since,Furniture,448,209.32
7738,2,Reason,Accessories,161,104.87
3557,2,Tree,Furniture,374,273.83
9951,2,Official,Groceries,335,87.57
5653,2,Skin,Furniture,273,132.24
7404,2,Edge,Clothing,417,267.43
5205,2,Civil,Groceries,155,235.58
2927,2,You,Electronics,210,114.09
9538,2,Perform,Groceries,438,174.46
6897,2,Source,Furniture,272,160.57
4040,2,So,Groceries,368,99.92
8555,2,Old,Clothing,488,18.03
8996,2,Imagine,Groceries,124,252.17
4283,2,Of,Accessories,325,204.99
7526,2,Green,Furniture,425,291.15
6820,2,Without,Clothing,89,173.76
8517,2,They,Electronics,227,133.51
2962,2,Song,Furniture,408,95.61
4681,2,Keep,Furniture,419,128.69
7875,2,Together,Groceries,242,159.84
4440,2,Pass,Furniture,96,188.27
6665,2,Indeed,Accessories,409,239.59
5078,2,Catch,Accessories,236,62.09
5175,2,Garden,Groceries,305,115.6
9702,2,Team,Furniture,244,17.69
9642,2,We,Furniture,292,70.7
1530,2,Effect,Furniture,21,134.01
9227,2,Benefit,Groceries,435,207.11
7263,2,Red,Furniture,23,94.64
5355,2,Role,Accessories,293,209.6
1328,2,Space,Groceries,103,238.68
5958,2,Nothing,Clothing,74,47.24
7468,2,Up,Clothing,162,46.27
4686,2,Stock,Electronics,123,50.99
2095,2,Term,Groceries,191,134.33
7076,2,Professional,Clothing,437,11.92
4631,2,Respond,Furniture,373,105.22
5675,2,Hour,Furniture,386,286.69
5535,2,Green,Accessories,244,173.56
1890,2,Court,Clothing,390,14.86
1539,2,Possible,Electronics,277,39.06
8724,2,Peace,Accessories,261,183.34
4365,2,Impact,Accessories,227,241.04
9416,2,Skill,Groceries,143,191.26
4045,2,Owner,Groceries,26,219.59
6354,2,Today,Electronics,247,52.05
8377,2,Clear,Electronics,427,15.19
4097,2,Arm,Electronics,480,287.11
2689,2,Reflect,Accessories,36,82.29
7159,2,Late,Furniture,166,248.78
6706,2,Perhaps,Groceries,292,202.22
5920,2,Film,Furniture,287,280.48
5254,2,Specific,Electronics,459,184.43
3393,2,Even,Groceries,460,244.2
5747,2,Though,Accessories,86,72.93
1962,2,And,Accessories,351,128.89
1282,2,Daughter,Furniture,248,210.04
8463,2,Chance,Clothing,391,239.63
5742,2,Task,Accessories,217,273.56
8281,2,Military,Electronics,141,291.44
4299,2,Including,Accessories,39,271.99
3974,2,Up,Groceries,352,77.6
7230,2,Anything,Furniture,406,206.76
5611,2,Tend,Furniture,120,33.5
1971,2,Section,Furniture,239,124.86
1774,2,After,Groceries,321,200.1
2694,2,Task,Groceries,364,102.1
5722,2,Born,Accessories,414,60.2
2221,2,Energy,Furniture,54,72.68
4156,2,Leg,Groceries,300,126.45
6212,2,Senior,Electronics,275,59.48
5255,2,Perhaps,Furniture,254,280.48
5184,2,Lose,Furniture,394,129.98
5365,2,Dark,Groceries,362,239.34
6840,2,Well,Accessories,245,126.28
1903,2,Discover,Electronics,123,297.85
5115,2,Work,Accessories,146,172.01
7986,2,Happen,Groceries,123,75.24
6410,2,Attention,Furniture,178,69.19
1704,2,Nor,Clothing,129,292.45
2950,2,Change,Groceries,291,238.21
1422,2,Any,Electronics,481,68.4
