product_id,branch_id,product_name,category,stock_quantity,unit_price
5695,1,Spend,Groceries,154,287.78
1673,1,Once,Groceries,115,294.48
3970,1,Also,Groceries,489,223.19
9202,1,Sit,Groceries,406,260.06
8108,1,Specific,Clothing,321,58.51
7910,1,Physical,Furniture,260,170.78
2687,1,Many,Electronics,466,219.36
3736,1,Few,Electronics,260,208.51
9438,1,Lay,Accessories,176,225.98
8307,1,Describe,Clothing,225,39.77
2918,1,Part,Groceries,7,162.6
5843,1,Nation,Furniture,132,181.96
7898,1,Move,Furniture,31,216.64
5014,1,Born,Electronics,285,187.14
9281,1,People,Groceries,209,22.26
7611,1,Perform,Groceries,362,157.28
5328,1,Expect,Clothing,87,265.82
6696,1,Discussion,Electronics,448,186.27
9795,1,Determine,Electronics,203,210.9
7579,1,Force,Clothing,198,232.27
2374,1,Serious,Groceries,190,190.9
2773,1,Career,Clothing,301,57.16
8309,1,Economic,Electronics,423,48.31
3792,1,Similar,Accessories,385,20.12
3726,1,Tell,Furniture,189,16.83
5247,1,Similar,Electronics,16,67.56
3541,1,Same,Groceries,308,93.06
2760,1,Sense,Electronics,443,222.28
1207,1,Modern,Electronics,8,82.06
8287,1,Serious,Groceries,406,109.19
2845,1,Care,Groceries,457,267.66
6121,1,Party,Furniture,488,213.74
7511,1,Happy,Clothing,130,256.31
9501,1,Opportunity,Accessories,98,232.64
6525,1,Operation,Groceries,486,48.14
3159,1,Moment,Groceries,251,88.44
7699,1,Ahead,Clothing,177,215.31
4373,1,Almost,Groceries,200,33.12
9040,1,Anyone,Electronics,261,247.54
1720,1,Else,Electronics,250,30.35
7254,1,Task,Clothing,212,283.34
9426,1,Others,Electronics,53,240.99
8432,1,Yet,Clothing,318,289.22
2821,1,Street,Clothing,384,290.42
4573,1,Standard,Electronics,220,281.24
3599,1,Customer,Accessories,322,97.91
9207,1,Case,Furniture,464,132.79
9178,1,Mind,Accessories,88,227.6
2835,1,Nor,Electronics,346,54.66
5559,1,Expect,Electronics,488,258.48
8428,1,Job,Accessories,277,169.71
9801,1,A,Groceries,353,287.74
5211,1,Black,Electronics,425,183.25
5317,1,Produce,Furniture,6,162.9
6232,1,Future,Groceries,78,33.64
3237,1,Whole,Accessories,180,224.55
9194,1,Benefit,Clothing,442,272.84
7697,1,Skin,Electronics,284,187.6
4497,1,Accept,Clothing,351,200.34
5131,1,Do,Clothing,491,49.36
7992,1,Industry,Clothing,220,130.38
8408,1,Forward,Accessories,460,201.79
7921,1,Market,Accessories,441,245.28
1993,1,Newspaper,Accessories,110,93.29
5409,1,Maintain,Electronics,424,180.92
6556,1,Commercial,Clothing,10,45.29
5096,1,Food,Groceries,105,25.22
7073,1,Participant,Accessories,457,96.43
2307,1,Score,Accessories,271,277.16
7402,1,Movie,Groceries,137,88.53
3941,1,Accept,Electronics,359,125.85
7176,1,Such,Groceries,179,231.44
2528,1,Enter,Groceries,359,36.94
3626,1,Of,Groceries,224,178.72
5627,1,Area,Electronics,480,93.81
9809,1,Much,Groceries,402,12.8
8586,1,Black,Clothing,439,192.62
9873,1,Somebody,Furniture,178,25.64
6364,1,Call,Accessories,454,240.17
7878,1,Amount,Groceries,350,287.59
3051,1,Maybe,Accessories,47,231.4
3322,1,Education,Accessories,459,237.34
7253,1,Community,Groceries,171,41.16
3055,1,Could,Furniture,367,82.82
9421,1,Happen,Groceries,499,230.6
7825,1,Reflect,Clothing,287,229.15
9824,1,Yourself,Accessories,166,195.78
7696,1,Opportunity,Groceries,63,33.49
2143,1,Catch,Groceries,417,274.95
7159,1,Amount,Groceries,253,50.13
8273,1,Begin,Groceries,41,190.23
3531,1,Country,Groceries,230,193.68
8187,1,Role,Groceries,218,160.22
6404,1,Shake,Accessories,171,257.28
5342,1,Network,Clothing,329,205.21
8885,1,Them,Accessories,466,234.41
7094,1,Nor,Accessories,375,188.26
7052,1,Consumer,Groceries,327,185.16
8913,1,Matter,Furniture,376,70.56
3367,1,Nature,Accessories,355,222.34
7844,1,Group,Furniture,374,228.31
9290,1,Deep,Furniture,130,164.36
7088,1,Could,Groceries,211,72.34
4451,1,Mention,Clothing,23,157.2
1263,1,Involve,Clothing,261,253.11
3492,1,Whole,Furniture,164,52.47
1845,1,About,Electronics,121,156.44
3302,1,Series,Clothing,100,61.83
6993,1,Policy,Clothing,260,290.98
4659,1,Peace,Furniture,397,213.98
8837,1,Matter,Accessories,15,137.79
9597,1,Attention,Furniture,401,277.94
5425,1,Everybody,Furniture,208,242.55
7760,1,Weight,Accessories,439,212.22
6792,1,Seem,Groceries,390,247.61
6256,1,Owner,Electronics,215,207.27
2079,1,Street,Electronics,74,260.91
3483,1,This,Accessories,235,51.04
6123,1,Security,Clothing,467,189.6
5809,1,Work,Accessories,42,33.99
2638,1,Animal,Groceries,148,245.06
3662,1,Same,Accessories,485,33.73
